SBU_id,master_category_id,service_category_id,loc_id,media_id,sp_id,lft_platform,placed_orders,taken_orders,complains,avg_csat,csat_number,lft_reschedules_customer,lft_customer_gmv,create_hr_day,schedule_hr_day,gap_hr_create_schedule,sp_change,reschedule_counter,schedule_due_counter,if_promo_used,if_completed
7,184,72,4.0,12.0,1419,330,38,20,3,4.428571428571429,14,124,43140.00,12,16,75,1,2,3,1,0
1,73,74,6.0,8.0,1067,307,6,4,0,2.0,2,15,1910.00,14,23,8,0,8,0,0,1
4,183,647,4.0,2.0,5005,678,10,9,0,5.0,1,6,3399.00,12,16,3,0,0,0,1,1
7,184,72,12.0,11.0,2345,1146,37,37,0,4.5,2,10,3583.00,13,17,219,0,1,0,0,1
1,1,12,2.0,8.0,28,213,2,2,0,5.0,1,5,1899.00,16,20,3,0,3,0,0,1
7,184,72,12.0,11.0,2345,827,16,15,1,4.5,2,16,62262.00,15,19,267,0,1,0,0,1
3,221,222,11.0,2.0,613,740,3,2,0,4.5,2,5,7500.00,19,14,18,0,0,1,0,0
2,226,27,12.0,9.0,2552,433,19,7,1,4.333333333333333,6,51,6397.00,21,12,38,0,2,1,0,0
8,286,293,49.0,10.0,74356,325,9,7,0,5.0,4,28,19967.00,19,8,60,0,1,1,0,0
1,1,19,11.0,2.0,649,494,31,16,0,5.0,11,54,79397.00,12,16,3,0,1,0,0,1
5,186,207,11.0,5.0,3015,386,18,10,6,3.5714285714285716,7,69,10185.00,21,16,18,0,1,0,0,0
1,73,92,11.0,2.0,17674,682,21,10,2,4.0,4,60,5181.00,19,12,40,0,2,1,0,1
4,183,698,20.0,9.0,,812,56,41,1,4.146341463414634,41,68,54928.00,17,18,0,0,0,0,1,0
6,185,247,11.0,12.0,74184,604,24,18,2,4.75,4,40,7566.00,16,12,43,1,3,1,1,0
1,225,22,18.0,12.0,1508,122,11,6,0,5.0,6,17,11798.00,14,9,306,0,5,0,0,0
3,3,555,12.0,8.0,76409,247,4,3,0,4.5,2,4,899.00,11,9,69,0,0,1,0,1
5,186,64,8.0,8.0,751,147,5,3,0,4.333333333333333,3,6,3050.00,9,16,6,0,2,0,0,1
4,183,668,6.0,12.0,1451,379,9,5,1,3.6666666666666665,3,11,1349.00,14,16,49,0,1,2,0,0
5,186,207,4.0,12.0,99724,770,27,19,1,4.5,8,36,13032.00,18,9,38,0,5,1,1,0
7,184,692,5.0,8.0,1909,563,37,32,3,4.333333333333333,21,72,23712.00,15,17,97,0,3,0,0,1
3,224,180,47.0,8.0,12983,16,2,1,0,5.0,1,0,150.00,22,10,11,0,0,1,0,0
1,225,22,17.0,11.0,649,343,23,22,0,5.0,2,27,7683.00,11,19,31,0,1,0,0,1
1,1,14,2.0,8.0,1108,514,11,7,1,3.75,4,14,6761.00,0,14,85,0,1,1,1,1
5,186,207,5.0,2.0,3015,41,7,7,1,3.6,5,7,3000.00,10,15,28,0,2,0,0,1
4,183,571,1.0,8.0,1738,172,3,3,0,5.0,2,1,3650.00,8,11,2,0,0,1,0,1
1,225,22,4.0,11.0,99688,54,6,3,0,5.0,1,1,702.00,14,18,27,0,1,2,0,0
5,186,207,12.0,8.0,3015,0,1,1,0,5.0,1,0,400.00,10,14,3,0,0,0,0,1
3,236,292,8.0,11.0,233,717,14,10,3,4.5,8,12,12575.00,17,10,88,1,0,0,0,0
3,3,154,17.0,8.0,2780,710,32,28,2,4.9411764705882355,17,64,34657.00,16,18,25,0,3,0,1,1
1,1,14,44.0,8.0,9,407,11,8,1,4.428571428571429,7,10,19799.00,10,12,1,0,0,0,0,1
5,186,69,11.0,8.0,3375,637,27,14,1,4.8,10,42,9378.00,12,20,7,1,1,0,0,1
5,186,103,1.0,8.0,649,85,8,7,0,5.0,4,14,10740.00,20,20,119,0,2,0,0,1
1,1,643,4.0,9.0,99688,789,18,15,2,4.714285714285714,14,24,15109.00,16,18,49,0,4,2,1,1
4,183,167,12.0,9.0,1738,376,120,28,8,5.0,3,201,14664.00,18,16,933,0,6,2,0,0
3,224,434,29.0,12.0,3762,4,2,1,0,5.0,1,1,2690.00,16,15,118,1,0,0,1,0
,338,347,2.0,8.0,137528,1285,146,99,6,4.269230769230769,78,104,135925.19,23,10,10,0,1,0,0,1
4,183,571,6.0,12.0,14256,434,24,22,1,4.863636363636363,22,14,28670.00,11,11,143,0,0,1,1,1
6,185,247,2.0,12.0,2330,172,38,37,0,5.0,13,70,12149.00,17,16,118,0,1,1,0,1
1,1,10,6.0,2.0,1376,0,1,1,0,4.0,1,1,1250.00,17,14,20,0,1,1,0,1
1,1,14,12.0,2.0,277,865,10,7,1,3.6666666666666665,3,12,36900.00,18,10,87,0,0,0,0,1
5,235,518,1.0,12.0,233,17,6,1,0,5.0,1,8,300.00,11,18,198,0,1,0,1,0
1,1,10,11.0,8.0,2526,448,3,1,0,5.0,1,4,1100.00,18,19,0,0,0,1,0,0
5,186,69,6.0,12.0,68538,503,26,21,3,4.75,16,48,18794.60,15,13,93,0,1,0,0,1
7,184,72,64.0,11.0,67668,276,30,25,0,5.0,9,36,5950.00,21,16,138,0,3,2,0,1
4,183,167,17.0,8.0,1451,594,14,8,0,4.4,5,23,3180.00,5,18,12,0,0,0,0,1
8,627,628,7.0,2.0,86043,74,3,2,0,5.0,2,0,400.00,22,0,-22,0,0,0,0,1
7,184,72,12.0,2.0,2528,185,43,6,0,4.6,5,25,10724.00,11,14,386,0,0,0,0,0
2,226,25,6.0,12.0,15979,412,13,4,0,3.6666666666666665,3,14,2840.00,18,16,117,0,2,0,0,0
7,184,575,6.0,8.0,5870,783,40,17,2,5.0,10,61,5111.00,14,9,90,0,3,4,0,0
4,183,167,12.0,8.0,25864,4,2,2,0,5.0,2,2,3050.00,15,17,25,0,1,0,0,1
6,185,247,50.0,8.0,1809,90,18,10,2,5.0,3,26,3620.00,9,13,147,1,1,0,0,0
5,235,519,12.0,2.0,3642,363,5,3,0,5.0,2,6,8400.00,22,9,178,0,1,0,0,0
6,185,247,18.0,8.0,74302,572,26,20,1,4.714285714285714,14,37,6629.00,9,18,80,0,2,1,0,0
5,186,103,47.0,2.0,751,439,10,4,1,4.5,4,9,6890.00,20,20,23,0,1,1,0,0
7,184,584,18.0,12.0,65288,717,11,3,2,4.5,2,9,1000.00,13,12,214,0,3,2,0,0
5,186,564,11.0,8.0,3375,350,14,12,0,4.428571428571429,7,18,7950.00,21,13,15,0,1,0,0,1
1,1,19,12.0,8.0,595,289,9,6,0,4.75,4,6,2125.00,10,19,8,0,0,0,1,1
1,1,11,2.0,12.0,99777,666,7,3,0,5.0,2,15,2849.00,10,9,118,1,2,0,0,0
5,186,207,6.0,8.0,74858,500,67,42,10,4.758620689655173,29,44,18720.00,11,11,23,0,0,0,0,0
1,1,10,17.0,8.0,595,1008,17,10,0,4.75,8,15,10255.00,11,16,52,0,2,0,0,0
6,185,247,11.0,8.0,4972,188,39,35,4,4.21875,32,40,15120.00,22,20,21,0,1,1,0,1
6,185,247,20.0,9.0,64798,892,19,15,3,4.545454545454546,11,22,73887.50,10,13,2,0,0,0,0,0
7,184,72,12.0,4.0,2345,1127,66,61,0,4.0,3,34,9976.00,10,17,174,0,0,0,0,1
3,224,164,49.0,12.0,7551,431,105,64,10,4.18,50,231,47586.00,17,14,20,1,0,0,1,0
4,544,546,11.0,2.0,75159,366,37,22,0,4.944444444444445,18,55,16849.00,17,13,19,0,1,0,0,1
6,185,247,12.0,12.0,1809,194,10,9,0,4.5,6,9,22768.00,17,12,18,1,0,0,0,0
1,1,194,5.0,8.0,1524,7,2,1,0,5.0,1,8,2000.00,13,16,26,0,1,0,0,1
4,183,200,6.0,8.0,10132,442,45,29,0,4.277777777777778,18,37,31140.00,23,18,18,0,1,1,0,0
3,224,577,17.0,8.0,37415,25,8,2,0,5.0,1,9,499.00,12,18,5,0,0,0,0,0
1,1,14,2.0,2.0,9,928,13,12,1,4.777777777777778,9,19,14085.00,12,14,1,0,1,0,0,1
,338,347,7.0,8.0,149526,570,28,17,0,5.0,8,54,9825.00,16,10,17,0,1,0,0,1
1,1,618,11.0,8.0,28,570,28,17,0,5.0,8,54,9825.00,13,14,24,0,4,0,0,1
1,73,75,36.0,12.0,56372,0,1,1,0,5.0,1,1,1200.00,12,19,30,0,1,0,1,1
1,73,74,5.0,2.0,2784,1071,6,4,0,5.0,1,2,2350.00,10,17,6,1,0,0,0,0
5,186,563,44.0,2.0,78623,0,1,1,0,5.0,1,0,1250.00,10,15,4,0,0,1,0,1
2,226,295,5.0,12.0,3076,107,6,3,1,5.0,3,25,1046.00,18,20,721,0,12,1,0,0
1,1,14,49.0,8.0,75638,469,5,2,0,5.0,2,18,4350.00,20,13,64,0,1,1,0,1
1,225,22,4.0,8.0,17674,866,4,3,0,5.0,2,3,3849.00,12,13,48,0,1,0,0,0
1,1,14,5.0,8.0,123669,579,10,6,2,2.3333333333333335,3,12,16780.00,13,15,1,0,0,0,0,1
6,185,247,12.0,8.0,4972,564,9,8,0,5.0,4,9,4321.00,10,19,8,0,0,0,0,1
8,455,461,18.0,12.0,17292,167,16,9,2,5.0,7,35,13580.00,10,16,245,1,1,0,0,0
1,1,10,18.0,5.0,594,645,29,13,3,3.4166666666666665,12,65,11914.00,16,9,40,0,0,0,0,0
2,226,295,49.0,8.0,13678,618,22,7,4,4.0,4,42,11094.00,17,13,67,1,2,1,0,0
5,186,65,11.0,8.0,751,625,72,39,0,4.444444444444445,27,116,59055.00,18,15,20,0,0,1,0,1
6,185,488,1.0,6.0,99658,1251,329,258,16,4.6835443037974684,79,468,1096055.16,13,12,334,0,1,0,0,1
5,235,144,2.0,8.0,233,519,42,20,4,4.181818181818182,11,55,20548.00,7,20,12,0,1,0,0,1
7,184,584,1.0,12.0,126767,576,8,2,1,3.0,1,19,1340.00,18,15,212,1,8,7,0,0
3,224,245,6.0,8.0,1809,197,12,11,0,5.0,9,21,6880.00,12,11,70,1,2,0,1,0
5,186,66,51.0,12.0,751,697,29,7,1,5.0,1,97,11249.00,17,20,314,1,2,0,1,0
2,226,26,18.0,12.0,75787,206,11,7,0,5.0,4,16,4380.00,11,10,214,1,0,0,0,0
,338,347,11.0,9.0,144636,613,44,39,3,4.925925925925926,27,103,22663.00,15,14,22,0,0,0,0,1
1,1,10,4.0,8.0,649,491,72,36,3,5.0,9,150,21981.00,20,8,83,1,3,0,0,0
5,186,207,11.0,2.0,3015,0,1,1,0,4.0,1,2,700.00,14,9,66,0,2,1,0,1
4,183,167,44.0,2.0,14256,710,9,8,0,4.857142857142857,7,8,5825.00,20,9,12,0,1,0,0,1
6,185,247,49.0,12.0,1809,327,43,31,3,5.0,8,60,11823.00,15,13,117,1,0,0,0,0
1,1,14,8.0,2.0,9,802,10,5,1,5.0,3,4,14900.00,20,10,37,0,0,0,0,1
6,185,247,18.0,12.0,12664,116,16,9,1,4.875,8,28,5609.00,18,13,90,1,0,0,0,0
3,221,222,11.0,2.0,233,210,5,3,2,5.0,1,9,3720.00,13,22,56,0,2,1,0,0
7,184,72,11.0,12.0,65288,532,5,1,0,5.0,1,5,349.00,10,10,23,0,0,0,1,0
1,225,22,20.0,2.0,49086,102,20,19,0,5.0,10,1,95800.00,22,14,15,0,0,0,1,1
3,3,152,1.0,12.0,34262,520,29,7,4,3.8333333333333335,6,44,4352.00,11,20,248,1,1,0,0,0
1,1,19,4.0,2.0,649,1037,26,21,1,4.571428571428571,7,22,14148.00,11,12,0,0,1,0,0,1
1,1,12,5.0,11.0,4964,240,6,6,0,5.0,6,0,2599.00,12,13,0,0,0,0,0,1
3,224,164,1.0,12.0,11193,13,5,3,0,5.0,1,6,3970.00,13,16,338,0,2,2,1,0
1,73,74,1.0,8.0,,304,13,12,0,5.0,10,6,50330.00,13,16,2,0,0,0,1,0
4,183,571,44.0,2.0,2661,9,3,3,0,5.0,3,4,5080.00,14,13,22,0,2,1,0,1
1,225,22,1.0,8.0,2526,610,95,41,17,4.375,32,221,24031.50,16,18,73,0,4,1,1,0
7,184,644,4.0,6.0,99658,995,118,91,4,4.776315789473684,76,69,72270.00,10,15,76,0,1,0,1,1
3,224,434,49.0,2.0,12983,0,2,1,0,5.0,1,3,0.00,10,20,225,0,3,1,0,0
5,186,207,49.0,9.0,76684,183,20,13,2,4.166666666666667,12,31,9990.00,9,12,2,0,0,0,0,1
1,73,249,4.0,12.0,74717,404,6,2,1,5.0,1,13,1610.00,13,17,27,1,1,0,1,0
5,186,564,12.0,8.0,751,140,3,3,0,5.0,2,1,1900.00,18,11,16,0,0,0,0,1
5,186,65,6.0,8.0,3015,433,13,11,2,3.857142857142857,7,8,8000.00,3,12,8,0,1,0,0,1
6,185,247,18.0,12.0,12664,186,9,7,0,5.0,2,6,2400.00,15,13,21,0,0,0,0,1
5,186,207,4.0,2.0,20171,815,10,7,1,4.0,2,9,2200.00,15,14,118,1,2,0,1,0
3,221,223,6.0,9.0,233,0,1,1,1,1.0,1,3,6675.96,12,9,92,0,3,0,0,1
8,636,565,11.0,2.0,74920,3,6,6,0,5.0,1,5,62740.00,0,17,112,0,0,0,1,1
1,225,21,20.0,8.0,49086,32,11,8,0,5.0,8,10,6985.00,14,18,3,0,1,0,1,1
1,1,618,5.0,8.0,2153,356,7,3,0,3.0,2,1,1890.00,13,14,0,0,0,1,0,0
8,348,350,12.0,11.0,3048,550,28,26,4,4.8,5,5,12115.00,11,12,0,0,0,0,0,0
5,186,207,1.0,8.0,65591,512,17,8,0,5.0,7,6,3548.00,10,17,30,0,0,0,0,0
5,186,64,12.0,2.0,1770,230,3,3,0,5.0,1,7,6200.00,10,16,5,0,3,1,0,1
6,185,247,6.0,12.0,2330,481,80,72,1,4.902439024390244,41,92,47990.80,13,12,142,0,0,1,0,0
1,1,14,5.0,8.0,1930,659,17,6,0,4.0,5,11,5576.00,17,9,15,0,0,0,0,1
1,1,12,1.0,8.0,9,323,11,11,0,5.0,9,5,5438.00,18,20,1,0,0,0,0,1
1,225,22,4.0,2.0,649,693,5,3,0,4.5,2,9,1600.00,16,18,1,1,0,1,0,0
1,1,13,5.0,8.0,4964,0,2,2,0,5.0,2,2,300.00,12,15,2,0,1,0,0,1
3,224,577,1.0,12.0,12983,397,7,3,2,3.6666666666666665,3,10,3850.00,17,9,15,1,0,0,0,0
1,225,22,1.0,8.0,649,1034,26,21,2,4.333333333333333,12,34,22421.00,17,18,0,0,0,0,0,1
1,1,284,49.0,2.0,1276,661,12,8,0,4.714285714285714,7,17,21945.00,21,10,12,0,0,0,0,0
5,186,207,4.0,2.0,99724,1089,79,64,5,4.857142857142857,42,87,17692.00,14,10,43,1,0,0,1,0
1,73,75,18.0,2.0,46349,258,3,3,0,5.0,2,2,14955.70,16,18,97,0,1,0,0,1
1,1,284,49.0,8.0,649,354,24,10,5,4.25,8,70,36519.00,17,9,63,0,0,1,1,0
8,348,350,12.0,11.0,3048,1163,207,202,13,3.8,5,71,62114.00,12,17,28,0,2,0,0,1
1,225,22,18.0,12.0,1108,192,6,3,0,5.0,2,6,5135.00,15,16,0,0,0,1,0,0
7,184,72,12.0,8.0,1514,815,40,35,3,4.518518518518518,27,50,31926.00,7,5,93,0,3,2,1,1
6,185,247,1.0,8.0,76159,507,15,9,1,3.3333333333333335,6,11,5808.00,21,10,12,0,0,0,0,1
1,73,92,2.0,8.0,181,674,63,27,3,1.6666666666666667,6,76,10149.00,12,9,20,0,2,0,0,0
6,185,247,6.0,8.0,2330,649,26,18,2,3.6,10,46,9943.00,9,12,26,0,0,1,0,1
7,184,72,18.0,12.0,1514,293,26,6,2,4.8,5,38,4479.00,10,15,292,0,12,10,1,0
4,183,167,5.0,12.0,3129,265,4,1,0,5.0,1,1,900.00,12,17,28,0,0,0,1,0
1,73,74,8.0,2.0,46349,124,2,1,0,5.0,1,4,1700.00,13,22,8,0,2,0,0,1
2,226,26,11.0,8.0,9,388,13,12,1,5.0,12,14,13597.00,22,18,19,0,2,0,0,1
7,184,72,5.0,9.0,17019,449,53,40,2,4.6,30,134,12840.00,21,16,42,0,1,0,1,0
1,1,10,6.0,9.0,1047,315,16,10,1,4.375,8,23,20579.00,2,20,89,0,5,0,0,1
1,225,21,4.0,8.0,99688,556,22,17,0,4.666666666666667,6,21,26846.00,20,17,20,0,0,1,0,1
1,225,22,5.0,2.0,649,638,18,13,0,5.0,10,22,12929.00,21,16,42,0,5,0,0,1
1,73,249,1.0,12.0,17674,262,24,17,0,4.4,10,63,6265.00,12,14,169,1,9,0,0,0
4,183,571,1.0,2.0,1738,444,218,211,0,5.0,104,98,621040.00,19,10,86,0,2,1,0,1
1,1,10,51.0,12.0,17977,117,4,1,0,5.0,1,2,150.00,17,10,112,1,1,1,1,0
6,185,247,11.0,2.0,4972,738,72,58,0,4.961538461538462,26,98,19789.00,16,14,621,0,0,0,0,0
1,1,14,20.0,2.0,74235,177,3,3,0,1.0,1,8,5500.00,20,18,21,0,1,2,0,1
1,225,22,20.0,8.0,1073,265,16,12,3,4.0,9,23,15819.00,12,14,1,1,0,0,0,0
3,224,302,11.0,8.0,12983,0,2,1,0,1.0,1,3,1000.00,18,10,63,0,0,0,1,0
5,186,207,5.0,8.0,3015,41,12,7,2,3.1666666666666665,6,98,6290.00,11,13,1585,0,25,10,0,0
8,627,628,7.0,2.0,86043,373,22,11,0,4.857142857142857,7,28,3500.50,22,0,-22,0,0,0,0,1
5,186,207,11.0,2.0,75354,559,53,40,3,4.666666666666667,3,98,27767.00,15,14,262,0,2,1,0,1
5,186,64,44.0,9.0,751,773,2,2,0,5.0,2,3,4050.00,23,20,20,0,2,0,0,1
1,1,10,8.0,11.0,14607,4,3,2,1,5.0,1,3,3000.00,19,9,13,0,0,0,0,1
6,185,247,6.0,8.0,79213,290,15,10,0,5.0,2,31,9840.00,11,20,8,0,0,0,0,1
2,226,23,11.0,9.0,18220,497,22,6,1,4.8,5,9,3485.00,12,19,54,0,0,0,0,0
1,225,22,6.0,9.0,1047,129,19,7,0,4.4,5,17,7919.00,17,19,1,0,0,0,0,0
1,225,22,29.0,11.0,1376,141,9,1,3,5.0,1,5,200.00,11,13,1,0,0,1,0,0
6,185,247,1.0,12.0,76159,486,15,8,0,4.5,6,14,4345.00,12,16,27,0,0,0,0,1
4,183,167,1.0,12.0,14256,790,23,8,0,5.0,6,61,7690.00,15,11,19,0,0,1,0,0
3,221,222,8.0,2.0,56802,559,12,7,0,5.0,6,16,16620.00,16,11,18,0,0,0,1,0
1,1,14,5.0,8.0,595,494,10,8,0,3.6666666666666665,3,17,29229.00,10,13,2,0,0,0,0,0
3,221,222,1.0,8.0,233,0,1,1,0,5.0,1,1,2900.00,22,17,66,0,1,0,0,1
7,184,644,4.0,8.0,99658,697,25,17,3,4.25,8,41,8764.00,16,18,25,0,3,2,1,1
1,225,22,44.0,12.0,2526,254,28,20,4,5.0,5,50,9750.50,13,10,20,0,0,1,0,1
1,225,21,6.0,9.0,1047,22,5,3,0,3.5,2,1,2240.00,12,14,1,0,0,0,0,1
5,186,207,5.0,2.0,2411,140,7,5,1,4.333333333333333,3,13,2270.00,12,18,5,0,2,0,0,1
7,184,72,12.0,11.0,2345,997,12,12,0,4.0,2,2,4397.00,15,17,169,0,0,0,0,1
8,627,628,7.0,2.0,86043,534,19,11,0,4.5,2,21,24851.00,22,0,-22,0,0,0,0,1
5,235,518,8.0,12.0,80356,161,5,3,0,5.0,2,3,3100.00,10,21,58,0,1,0,0,1
4,183,328,1.0,8.0,3129,477,22,14,1,4.6923076923076925,13,13,18450.00,20,12,15,0,0,1,0,0
1,1,14,36.0,11.0,18225,90,3,3,0,5.0,3,2,34449.00,19,20,0,0,0,0,0,1
1,1,18,12.0,8.0,905,1067,25,21,0,5.0,3,17,28561.00,12,19,6,0,0,1,1,1
1,1,13,43.0,8.0,277,65,3,1,0,5.0,1,9,449.00,16,14,69,0,2,2,0,0
8,455,456,12.0,8.0,17291,417,15,10,1,4.5,10,4,6200.00,17,18,0,0,0,1,0,0
2,226,25,11.0,8.0,3429,14,3,3,0,5.0,1,12,6350.00,15,12,20,0,0,0,1,1
2,226,279,1.0,8.0,18220,289,12,7,1,4.25,4,34,5070.00,20,16,67,0,1,2,0,0
1,1,14,1.0,11.0,28,711,9,6,2,4.6,5,19,8850.00,17,14,20,0,1,0,1,1
1,1,618,18.0,2.0,48816,568,8,2,0,5.0,1,10,650.00,19,14,18,1,0,0,0,0
4,183,167,4.0,9.0,24823,995,118,91,4,4.776315789473684,76,69,72270.00,12,17,28,0,2,0,0,1
5,186,207,12.0,2.0,3015,214,13,11,1,5.0,4,14,4700.00,12,16,3,0,0,0,0,1
5,235,518,11.0,11.0,233,211,29,26,0,4.75,4,41,132100.00,11,22,34,0,1,1,0,1
1,1,12,4.0,12.0,2158,1089,79,64,5,4.857142857142857,42,87,17692.00,14,16,49,0,1,2,0,0
1,225,22,7.0,8.0,649,9,2,2,0,4.0,1,2,640.00,10,14,3,0,1,0,0,1
1,73,75,6.0,5.0,1067,331,13,4,0,5.0,2,24,7950.00,20,9,12,1,0,0,0,0
5,186,563,1.0,8.0,56940,261,13,6,0,4.25,4,21,13656.00,11,15,3,0,0,1,0,1
1,1,14,2.0,9.0,1108,190,13,6,0,5.0,4,21,12596.00,20,17,20,0,0,0,0,1
1,73,92,1.0,8.0,181,682,21,10,2,4.0,4,60,5181.00,18,16,45,0,3,1,0,1
5,186,207,6.0,12.0,74619,143,7,6,0,5.0,2,5,2900.00,18,12,41,1,0,0,1,0
2,226,279,51.0,12.0,2552,432,9,5,0,5.0,2,13,30990.00,10,10,359,1,2,1,0,0
1,225,21,12.0,8.0,649,62,5,4,0,5.0,3,8,1069.00,9,13,3,0,1,0,0,1
1,225,21,4.0,2.0,17674,1264,180,133,4,4.128205128205129,39,339,131520.00,10,17,30,1,6,0,0,1
7,184,584,11.0,12.0,65288,433,9,2,0,5.0,2,25,750.00,11,18,438,0,10,3,0,1
6,185,247,20.0,12.0,4972,132,7,4,0,5.0,3,7,1380.00,10,22,11,0,1,1,0,1
6,185,247,6.0,8.0,1809,506,45,22,3,4.6923076923076925,13,76,7126.00,19,9,13,0,0,0,0,0
1,1,12,5.0,8.0,595,20,2,2,0,5.0,2,3,3600.00,14,19,28,0,3,0,0,1
6,185,247,68.0,12.0,4972,598,13,3,0,5.0,2,14,1993.00,14,18,75,0,1,0,0,1
,338,347,6.0,9.0,154663,44,4,4,0,4.333333333333333,3,10,2496.60,9,12,2,0,2,0,0,1
1,1,14,8.0,2.0,9,875,64,54,2,4.980392156862745,51,50,162867.00,20,15,186,0,0,0,0,1
4,183,167,5.0,8.0,1451,609,27,20,1,4.705882352941177,17,13,13840.00,21,17,19,0,1,0,0,1
1,1,14,44.0,8.0,3836,0,1,1,0,5.0,1,1,500.00,15,22,6,0,1,1,1,1
8,101,159,11.0,2.0,17291,32,5,1,0,3.0,1,25,350.00,13,20,990,0,9,3,0,0
5,186,207,4.0,2.0,99573,874,11,4,1,4.666666666666667,3,23,1400.00,18,9,110,1,2,0,1,0
7,184,691,11.0,9.0,69231,146,8,8,0,4.75,4,15,13716.00,16,17,96,0,2,2,0,1
6,185,247,11.0,12.0,4972,145,12,10,0,1.0,1,15,3500.00,14,19,124,0,1,1,0,1
3,221,223,12.0,8.0,2930,655,4,2,1,5.0,2,3,2699.00,21,18,92,0,1,0,0,0
3,221,222,1.0,8.0,,576,6,1,0,5.0,1,19,1700.00,21,12,14,0,0,0,0,0
1,1,553,6.0,12.0,13087,467,7,2,0,5.0,1,5,1499.00,13,13,239,0,3,2,1,0
1,73,74,1.0,2.0,18013,19,2,2,0,5.0,1,1,15450.00,19,11,39,0,0,0,1,1
7,184,72,12.0,11.0,2345,903,63,60,3,3.0,1,56,17653.00,13,17,171,0,0,0,0,1
5,186,207,11.0,2.0,76684,10,4,3,1,5.0,2,7,25350.00,8,13,4,0,1,1,0,0
1,1,12,49.0,8.0,3836,483,10,10,0,4.888888888888889,9,7,6000.00,10,11,0,0,0,0,0,1
2,226,23,18.0,8.0,1203,441,26,11,3,4.818181818181818,11,20,11440.00,10,17,246,0,3,3,0,0
5,186,563,2.0,2.0,73946,92,2,1,0,5.0,1,3,1200.00,18,13,114,0,1,0,0,1
3,3,152,1.0,2.0,950,249,11,7,1,5.0,6,24,27105.00,15,17,1,0,1,0,0,1
6,185,247,11.0,2.0,115835,506,17,9,4,5.0,1,17,3856.00,12,17,4,0,1,0,0,1
4,183,167,1.0,8.0,1738,584,60,35,2,4.653846153846154,26,57,40969.00,0,9,176,0,2,2,0,0
1,73,249,47.0,12.0,17674,622,7,1,1,5.0,1,26,200.00,10,15,220,1,6,0,1,1
1,1,14,11.0,8.0,2652,492,7,3,0,3.6666666666666665,3,11,6000.00,11,18,150,1,0,1,0,0
5,186,69,2.0,2.0,448,265,2,2,0,4.5,2,3,3500.00,11,14,362,0,3,0,0,1
5,186,207,6.0,12.0,1809,161,4,2,0,1.0,1,2,1100.00,17,13,67,1,1,0,0,0
6,185,247,2.0,12.0,2336,838,18,10,0,4.25,4,20,21579.00,16,15,46,0,1,1,0,1
8,455,456,6.0,2.0,17291,375,10,6,0,4.75,4,53,6625.00,17,9,2439,0,15,0,0,0
1,73,75,5.0,2.0,5862,796,11,10,0,3.5,4,30,19200.00,19,11,15,0,0,1,0,0
6,185,247,1.0,12.0,74555,519,12,6,1,2.5,2,17,1719.00,10,11,24,1,0,0,1,0
7,184,584,6.0,12.0,5870,282,7,5,0,1.0,1,81,1771.00,14,18,3219,1,22,2,0,1
4,183,339,1.0,8.0,3129,85,4,2,0,5.0,2,2,2700.00,13,11,21,1,1,0,0,0
6,185,247,44.0,8.0,12664,348,8,8,0,4.333333333333333,6,5,3680.00,11,9,21,0,0,0,0,1
5,186,207,4.0,2.0,99724,960,12,8,1,4.0,1,50,3549.00,13,12,22,0,0,1,1,1
3,3,273,2.0,8.0,2780,268,15,4,1,4.75,4,29,5864.00,14,9,90,0,5,2,0,0
1,1,13,6.0,12.0,1047,531,9,2,1,1.0,1,21,400.00,15,10,138,1,0,0,1,0
4,544,546,11.0,8.0,73405,34,7,1,0,5.0,1,8,2000.00,4,17,84,0,5,4,1,0
5,186,207,4.0,2.0,99724,955,27,20,1,4.285714285714286,7,55,17300.00,12,10,261,0,0,0,1,0
3,3,152,4.0,12.0,706,618,24,14,0,5.0,5,43,55626.00,18,14,259,1,3,1,1,0
1,73,74,4.0,12.0,2079,850,36,31,4,4.88,25,38,30566.00,11,17,101,1,2,0,1,0
1,225,21,4.0,2.0,649,637,13,13,0,5.0,1,23,7493.00,17,12,18,0,3,1,0,1
8,627,628,7.0,2.0,86043,210,10,10,0,5.0,3,0,4700.00,22,0,-22,0,0,0,0,1
5,186,564,11.0,8.0,751,677,48,40,7,4.6521739130434785,23,53,39333.00,22,11,12,0,0,0,1,1
7,184,584,1.0,8.0,75441,388,10,5,1,5.0,2,40,1650.00,0,9,440,1,8,0,1,0
6,185,488,1.0,12.0,62503,245,17,10,1,4.833333333333333,6,21,7230.00,12,11,22,1,1,0,1,0
1,225,21,4.0,8.0,99688,378,9,8,0,5.0,6,9,12888.00,10,11,0,0,0,1,0,1
1,1,14,50.0,8.0,975,0,5,5,0,5.0,5,2,4448.00,17,19,1,0,1,0,0,1
5,186,207,44.0,8.0,448,32,5,1,0,4.0,1,5,400.00,0,14,13,1,2,0,1,0
6,185,247,6.0,8.0,2330,781,96,67,6,4.821428571428571,56,121,30685.00,11,20,32,0,1,1,1,1
1,1,14,49.0,12.0,277,270,4,2,0,5.0,1,2,3599.00,17,10,208,0,1,1,0,0
1,225,21,1.0,8.0,649,62,4,2,0,5.0,2,4,22490.00,21,9,11,0,0,1,0,0
7,184,72,44.0,2.0,1419,485,62,35,0,4.4,30,62,32640.03,8,10,49,1,0,0,0,0
